,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
21204,27.0,female,Bachelor,110214.0,3,RENT,5000.0,DEBTCONSOLIDATION,13.49,0.05,10.0,565,Yes
23325,32.0,male,Bachelor,75176.0,9,MORTGAGE,15000.0,VENTURE,13.57,0.2,7.0,633,Yes
30523,36.0,female,Master,70077.0,18,OWN,4000.0,EDUCATION,11.01,0.06,15.0,639,Yes
41832,25.0,female,High School,144833.0,1,MORTGAGE,6000.0,EDUCATION,11.0,0.04,3.0,538,Yes
8007,25.0,female,Bachelor,66880.0,3,MORTGAGE,15000.0,EDUCATION,11.01,0.22,3.0,626,Yes
21852,31.0,male,Bachelor,80169.0,9,RENT,6000.0,EDUCATION,11.01,0.07,5.0,601,No
5951,22.0,female,Bachelor,58278.0,0,MORTGAGE,1500.0,PERSONAL,13.43,0.03,3.0,668,Yes
43925,25.0,female,Bachelor,47587.0,0,RENT,15000.0,EDUCATION,15.34,0.32,3.0,585,No
36159,31.0,female,Bachelor,114699.0,10,MORTGAGE,24000.0,EDUCATION,13.35,0.21,10.0,700,Yes
5415,26.0,male,Bachelor,66245.0,2,RENT,5000.0,EDUCATION,10.0,0.08,2.0,631,No
8162,21.0,female,High School,61553.0,1,RENT,7300.0,EDUCATION,11.71,0.12,3.0,646,Yes
19019,31.0,female,High School,40513.0,12,RENT,2000.0,DEBTCONSOLIDATION,5.79,0.05,5.0,675,Yes
5256,23.0,female,Bachelor,55182.0,1,MORTGAGE,8650.0,EDUCATION,14.27,0.16,2.0,665,No
36298,23.0,male,Master,58363.0,0,RENT,6000.0,PERSONAL,12.41,0.1,4.0,597,Yes
8567,22.0,male,Master,71914.0,0,MORTGAGE,6000.0,MEDICAL,11.01,0.08,2.0,679,Yes
1908,24.0,female,Master,48729.0,2,RENT,2000.0,PERSONAL,11.99,0.04,4.0,657,Yes
42929,30.0,female,High School,53877.0,7,RENT,15000.0,MEDICAL,10.13,0.28,6.0,646,No
235,23.0,male,Associate,221559.0,2,OWN,2500.0,EDUCATION,11.83,0.01,2.0,583,Yes
12219,25.0,female,Associate,97196.0,3,MORTGAGE,20000.0,EDUCATION,15.62,0.21,3.0,600,No
31037,45.0,female,Doctorate,90905.0,19,MORTGAGE,10000.0,MEDICAL,14.27,0.11,17.0,693,No
17988,31.0,female,Bachelor,245950.0,6,RENT,12000.0,VENTURE,9.63,0.05,9.0,705,No
40752,29.0,female,Master,32380.0,4,RENT,7000.0,MEDICAL,10.06,0.22,8.0,685,Yes
42078,23.0,female,Bachelor,65956.0,0,RENT,15712.0,VENTURE,7.59,0.24,4.0,644,Yes
28253,35.0,female,Associate,915203.0,10,OWN,10000.0,MEDICAL,8.94,0.01,8.0,676,No
36258,23.0,male,High School,58845.0,0,RENT,4800.0,DEBTCONSOLIDATION,7.13,0.08,4.0,648,Yes
26614,27.0,male,High School,43080.0,2,RENT,2000.0,MEDICAL,10.99,0.05,10.0,667,Yes
32293,38.0,male,Associate,132929.0,17,MORTGAGE,16000.0,MEDICAL,11.99,0.12,13.0,535,Yes
14231,23.0,female,Associate,109212.0,1,MORTGAGE,15000.0,PERSONAL,9.99,0.14,3.0,683,No
27534,27.0,male,Associate,178535.0,5,MORTGAGE,4500.0,HOMEIMPROVEMENT,11.49,0.03,5.0,607,Yes
19216,29.0,male,Master,34698.0,2,RENT,13200.0,MEDICAL,6.17,0.38,10.0,671,No
43336,30.0,female,Master,83683.0,6,RENT,25000.0,HOMEIMPROVEMENT,15.43,0.3,9.0,687,No
1342,25.0,female,Master,34502.0,3,RENT,1000.0,DEBTCONSOLIDATION,7.51,0.03,3.0,695,No
8512,22.0,male,High School,70598.0,0,OWN,4500.0,EDUCATION,13.16,0.06,2.0,556,Yes
34387,23.0,male,Bachelor,60817.0,1,MORTGAGE,10000.0,VENTURE,11.51,0.16,4.0,704,Yes
5287,23.0,male,Master,61606.0,0,RENT,5000.0,VENTURE,10.38,0.08,2.0,720,No
39809,22.0,male,High School,28585.0,0,RENT,4842.0,EDUCATION,13.52,0.17,4.0,658,Yes
2219,24.0,male,Bachelor,38222.0,1,OWN,8000.0,EDUCATION,7.51,0.21,3.0,639,Yes
9865,25.0,female,Associate,71942.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.03,0.07,2.0,630,No
22422,29.0,female,High School,67006.0,10,MORTGAGE,4000.0,MEDICAL,10.99,0.06,6.0,623,No
16644,23.0,male,Associate,59480.0,2,MORTGAGE,2400.0,DEBTCONSOLIDATION,7.66,0.04,3.0,696,Yes
44302,29.0,male,Master,25201.0,8,RENT,3101.0,VENTURE,11.3,0.12,7.0,614,No
20128,29.0,male,Bachelor,35107.0,1,RENT,4000.0,DEBTCONSOLIDATION,10.59,0.11,10.0,676,Yes
39756,28.0,male,Bachelor,271073.0,6,MORTGAGE,17962.0,PERSONAL,11.73,0.07,7.0,635,No
32254,42.0,male,Bachelor,16895.0,17,RENT,2500.0,VENTURE,11.01,0.15,15.0,696,No
20618,27.0,female,Bachelor,36950.0,4,RENT,4900.0,MEDICAL,11.71,0.13,5.0,587,Yes
1917,24.0,female,Bachelor,69169.0,0,RENT,2000.0,EDUCATION,9.32,0.03,3.0,552,Yes
1828,22.0,male,Associate,36965.0,0,MORTGAGE,5400.0,EDUCATION,12.84,0.15,4.0,476,Yes
42533,27.0,female,Bachelor,291769.0,8,MORTGAGE,12000.0,MEDICAL,16.64,0.04,6.0,687,No
12941,21.0,male,Associate,103935.0,0,MORTGAGE,18900.0,VENTURE,11.01,0.18,2.0,569,Yes
39001,22.0,female,Associate,71905.0,0,MORTGAGE,6486.0,MEDICAL,10.96,0.09,4.0,498,Yes
2048,25.0,male,High School,36905.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,14.35,0.16,2.0,628,Yes
39051,30.0,female,Bachelor,29894.0,5,RENT,5000.0,EDUCATION,9.68,0.17,10.0,695,Yes
36976,23.0,male,High School,100446.0,0,RENT,12000.0,DEBTCONSOLIDATION,9.08,0.12,4.0,534,Yes
26386,35.0,female,Bachelor,106516.0,11,MORTGAGE,10000.0,PERSONAL,14.11,0.09,6.0,663,No
42101,27.0,female,High School,107051.0,2,MORTGAGE,24000.0,MEDICAL,11.21,0.22,5.0,611,Yes
30105,38.0,female,Associate,32374.0,16,RENT,5200.0,VENTURE,13.43,0.16,15.0,530,Yes
6469,24.0,female,Bachelor,51703.0,0,RENT,6000.0,DEBTCONSOLIDATION,12.68,0.12,4.0,535,Yes
32043,44.0,male,High School,45484.0,20,RENT,3500.0,PERSONAL,12.87,0.08,13.0,622,Yes
44354,23.0,male,Bachelor,29390.0,0,RENT,8835.0,VENTURE,9.82,0.3,2.0,663,No
13703,23.0,male,Bachelor,114604.0,3,MORTGAGE,14400.0,EDUCATION,11.83,0.13,3.0,707,No
10954,23.0,male,Bachelor,56688.0,2,RENT,10000.0,MEDICAL,13.57,0.18,4.0,595,Yes
846,23.0,male,High School,145007.0,1,RENT,20000.0,MEDICAL,10.37,0.14,4.0,628,Yes
38328,30.0,male,Doctorate,72676.0,7,MORTGAGE,9600.0,HOMEIMPROVEMENT,8.59,0.13,10.0,715,No
13234,21.0,male,Bachelor,99658.0,0,RENT,12200.0,PERSONAL,6.03,0.12,2.0,678,No
18935,27.0,female,Associate,25090.0,6,RENT,2000.0,PERSONAL,12.53,0.08,6.0,586,Yes
117,22.0,male,Bachelor,51608.0,0,RENT,25000.0,MEDICAL,14.59,0.48,2.0,593,No
41605,27.0,male,Master,49278.0,5,RENT,2400.0,MEDICAL,6.58,0.05,6.0,635,Yes
22350,32.0,female,Bachelor,67069.0,8,MORTGAGE,7000.0,MEDICAL,6.92,0.1,8.0,717,No
28746,28.0,male,High School,84015.0,3,MORTGAGE,20000.0,DEBTCONSOLIDATION,14.91,0.24,5.0,658,No
14043,22.0,female,Master,121042.0,0,MORTGAGE,15000.0,EDUCATION,7.49,0.12,2.0,635,No
41427,22.0,male,Master,73179.0,1,RENT,15000.0,VENTURE,11.47,0.2,4.0,568,Yes
16389,26.0,male,Bachelor,164138.0,1,RENT,12000.0,HOMEIMPROVEMENT,14.72,0.07,3.0,616,Yes
38110,27.0,female,Master,210914.0,5,MORTGAGE,2575.0,VENTURE,8.45,0.01,5.0,594,No
9111,23.0,female,Associate,72863.0,0,MORTGAGE,10000.0,EDUCATION,11.01,0.14,4.0,613,Yes
10787,22.0,female,High School,84799.0,0,MORTGAGE,8400.0,DEBTCONSOLIDATION,6.99,0.1,4.0,573,No
4324,24.0,female,Associate,55099.0,0,RENT,4700.0,DEBTCONSOLIDATION,10.96,0.09,2.0,617,Yes
35358,33.0,female,Associate,70566.0,9,RENT,8000.0,VENTURE,10.99,0.11,7.0,668,Yes
24818,30.0,female,High School,92647.0,7,MORTGAGE,3200.0,HOMEIMPROVEMENT,8.49,0.03,7.0,639,Yes
13046,22.0,female,Associate,105779.0,0,MORTGAGE,8000.0,PERSONAL,12.21,0.08,4.0,670,Yes
27446,34.0,female,Associate,168756.0,16,MORTGAGE,12000.0,VENTURE,15.21,0.07,10.0,683,Yes
20119,29.0,male,Associate,32265.0,8,RENT,4000.0,EDUCATION,10.0,0.12,7.0,639,No
13918,20.0,female,Master,118478.0,0,MORTGAGE,24250.0,EDUCATION,11.01,0.2,4.0,594,No
10589,24.0,female,Master,43163.0,0,RENT,10000.0,PERSONAL,12.84,0.23,4.0,694,Yes
11613,23.0,male,Bachelor,91349.0,0,MORTGAGE,7100.0,EDUCATION,9.25,0.08,2.0,606,Yes
27139,30.0,female,Bachelor,27084.0,7,RENT,1500.0,DEBTCONSOLIDATION,14.72,0.06,8.0,693,No
6767,21.0,female,High School,22811.0,2,RENT,7000.0,HOMEIMPROVEMENT,11.14,0.31,4.0,648,No
5622,26.0,male,Bachelor,88884.0,5,RENT,5000.0,EDUCATION,15.31,0.06,2.0,662,No
1605,22.0,male,Bachelor,42887.0,3,RENT,1500.0,DEBTCONSOLIDATION,12.23,0.03,4.0,622,No
26900,29.0,male,Bachelor,141838.0,9,MORTGAGE,14400.0,DEBTCONSOLIDATION,12.99,0.1,6.0,654,Yes
27285,34.0,male,Bachelor,157078.0,10,MORTGAGE,5000.0,HOMEIMPROVEMENT,17.56,0.03,7.0,634,No
28024,29.0,female,Master,72953.0,6,MORTGAGE,1500.0,MEDICAL,6.03,0.02,5.0,670,No
3812,25.0,male,Bachelor,47135.0,5,MORTGAGE,12000.0,VENTURE,10.38,0.25,3.0,631,No
17260,22.0,female,Bachelor,43967.0,0,OWN,5000.0,DEBTCONSOLIDATION,14.61,0.11,4.0,683,No
10554,24.0,male,Master,40967.0,0,RENT,10000.0,VENTURE,13.16,0.24,3.0,654,Yes
10167,25.0,male,Master,78943.0,2,MORTGAGE,5000.0,MEDICAL,13.47,0.06,3.0,676,Yes
34529,25.0,female,Bachelor,241222.0,0,MORTGAGE,15141.0,EDUCATION,10.98,0.06,4.0,564,Yes
19123,34.0,female,High School,22593.0,14,RENT,2400.0,MEDICAL,14.79,0.11,10.0,653,No
35240,34.0,female,Bachelor,180924.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.24,0.03,10.0,703,No
15913,21.0,female,Bachelor,13454.0,0,OWN,1000.0,VENTURE,10.36,0.07,4.0,621,Yes
6738,25.0,male,Bachelor,61027.0,5,OWN,12000.0,VENTURE,13.98,0.2,2.0,669,Yes
23275,28.0,male,Bachelor,32491.0,6,RENT,5000.0,MEDICAL,14.83,0.15,10.0,705,No
15728,22.0,male,High School,87130.0,0,RENT,15500.0,EDUCATION,7.88,0.18,2.0,615,Yes
12199,23.0,female,Bachelor,97085.0,3,MORTGAGE,3000.0,PERSONAL,5.99,0.03,3.0,553,Yes
7943,24.0,male,High School,67049.0,0,MORTGAGE,6000.0,HOMEIMPROVEMENT,5.42,0.09,3.0,600,No
12910,25.0,female,Associate,103002.0,0,OWN,5000.0,HOMEIMPROVEMENT,13.79,0.05,2.0,677,Yes
14369,26.0,female,Master,71750.0,5,RENT,14500.0,VENTURE,11.97,0.2,2.0,691,No
26069,31.0,male,Bachelor,115144.0,9,MORTGAGE,25000.0,PERSONAL,16.07,0.22,8.0,690,No
6371,22.0,male,Bachelor,60177.0,4,MORTGAGE,4800.0,VENTURE,7.51,0.08,3.0,554,Yes
26734,28.0,male,Doctorate,133077.0,4,MORTGAGE,5000.0,PERSONAL,9.63,0.04,9.0,662,No
16616,22.0,female,High School,33599.0,3,RENT,2800.0,DEBTCONSOLIDATION,7.51,0.08,3.0,595,No
8258,24.0,female,Bachelor,48896.0,3,RENT,7500.0,PERSONAL,5.79,0.15,4.0,659,Yes
7561,26.0,male,Associate,44495.0,3,RENT,6400.0,MEDICAL,5.99,0.14,3.0,644,Yes
42563,34.0,female,Associate,75172.0,10,RENT,13000.0,MEDICAL,9.54,0.17,10.0,556,No
6168,22.0,female,Bachelor,29932.0,3,RENT,6000.0,HOMEIMPROVEMENT,12.18,0.2,3.0,597,No
3596,26.0,male,Bachelor,87234.0,6,RENT,3600.0,VENTURE,10.74,0.04,4.0,557,No
39056,26.0,female,Associate,68111.0,6,RENT,8130.0,VENTURE,12.63,0.12,4.0,634,Yes
4632,24.0,female,Master,51480.0,2,MORTGAGE,4900.0,EDUCATION,6.03,0.1,4.0,634,Yes
6229,22.0,male,Master,35770.0,0,RENT,6000.0,VENTURE,10.25,0.17,2.0,609,No
29926,37.0,male,High School,163108.0,15,RENT,10000.0,VENTURE,7.74,0.06,13.0,699,Yes
44431,28.0,male,High School,62180.0,7,RENT,20400.0,EDUCATION,17.74,0.33,6.0,502,No
44381,25.0,male,High School,106327.0,2,MORTGAGE,20000.0,PERSONAL,17.25,0.19,3.0,635,No
10267,23.0,female,Bachelor,80301.0,2,MORTGAGE,7800.0,PERSONAL,7.88,0.1,3.0,528,No
38518,26.0,male,Associate,130597.0,4,MORTGAGE,4241.0,DEBTCONSOLIDATION,11.01,0.03,6.0,673,Yes
8152,22.0,male,Master,68261.0,1,MORTGAGE,9000.0,MEDICAL,10.59,0.13,2.0,655,No
35854,28.0,male,Associate,60788.0,7,RENT,7200.0,DEBTCONSOLIDATION,11.15,0.12,7.0,702,Yes
34674,32.0,female,Associate,65866.0,8,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.82,0.08,7.0,531,No
39650,27.0,male,Master,47545.0,2,RENT,3000.0,DEBTCONSOLIDATION,11.48,0.06,9.0,677,Yes
23333,28.0,male,Associate,66329.0,5,RENT,8000.0,MEDICAL,15.65,0.12,10.0,562,No
40441,23.0,male,Master,35758.0,1,OWN,6000.0,VENTURE,8.45,0.17,3.0,566,Yes
40940,24.0,male,Bachelor,55295.0,0,RENT,2915.0,EDUCATION,10.76,0.05,2.0,631,Yes
1531,26.0,female,Associate,34101.0,6,OWN,2500.0,VENTURE,11.71,0.07,3.0,629,Yes
38638,22.0,female,High School,60892.0,3,MORTGAGE,5320.0,PERSONAL,12.61,0.09,3.0,686,No
19181,30.0,male,Master,99832.0,5,RENT,2400.0,VENTURE,8.9,0.02,5.0,631,Yes
17302,22.0,male,High School,73441.0,0,MORTGAGE,17500.0,DEBTCONSOLIDATION,7.88,0.24,2.0,574,Yes
18030,32.0,male,Associate,85227.0,7,RENT,25000.0,VENTURE,15.95,0.29,10.0,655,No
5122,23.0,male,Associate,72805.0,0,RENT,9000.0,DEBTCONSOLIDATION,7.51,0.12,3.0,647,Yes
5126,22.0,female,Bachelor,72687.0,0,RENT,9000.0,PERSONAL,5.99,0.12,4.0,630,Yes
15034,23.0,female,High School,36082.0,2,RENT,1600.0,EDUCATION,10.83,0.04,4.0,644,Yes
4621,26.0,male,Master,150986.0,5,RENT,10000.0,VENTURE,7.49,0.07,2.0,688,No
39577,23.0,female,Bachelor,37133.0,3,RENT,1000.0,EDUCATION,8.9,0.03,3.0,497,Yes
16748,23.0,female,High School,90594.0,0,RENT,20000.0,MEDICAL,17.04,0.22,3.0,703,No
2125,22.0,male,Master,50740.0,0,RENT,2400.0,EDUCATION,12.22,0.05,2.0,621,Yes
8150,24.0,male,Bachelor,68603.0,3,MORTGAGE,19125.0,HOMEIMPROVEMENT,13.99,0.28,3.0,658,No
28699,32.0,male,Associate,100785.0,10,RENT,9350.0,EDUCATION,11.01,0.09,6.0,645,Yes
8717,22.0,male,High School,43307.0,0,RENT,8000.0,VENTURE,12.41,0.18,3.0,585,Yes
55,26.0,male,High School,337133.0,7,RENT,10000.0,PERSONAL,15.96,0.03,3.0,623,Yes
17022,21.0,female,Bachelor,23028.0,0,RENT,3500.0,MEDICAL,13.35,0.15,3.0,645,No
302,26.0,male,Master,209393.0,2,MORTGAGE,10000.0,VENTURE,11.71,0.05,4.0,585,Yes
22195,34.0,female,Associate,64389.0,13,OWN,9600.0,HOMEIMPROVEMENT,8.94,0.15,10.0,669,Yes
14178,22.0,female,Associate,91237.0,1,MORTGAGE,17000.0,MEDICAL,16.02,0.19,4.0,667,No
13568,23.0,male,High School,28369.0,0,RENT,12700.0,EDUCATION,14.27,0.45,4.0,639,No
29721,37.0,female,Master,44015.0,10,MORTGAGE,8000.0,VENTURE,7.88,0.18,15.0,686,Yes
4432,26.0,male,High School,49190.0,5,RENT,4800.0,EDUCATION,12.99,0.1,4.0,628,Yes
19262,27.0,female,High School,38469.0,5,MORTGAGE,7500.0,HOMEIMPROVEMENT,7.74,0.19,8.0,627,No
10478,22.0,male,Bachelor,36877.0,0,RENT,10000.0,VENTURE,11.14,0.27,2.0,631,No
43221,28.0,male,High School,85215.0,3,RENT,25000.0,EDUCATION,12.04,0.29,7.0,633,No
5240,24.0,male,Associate,54553.0,1,MORTGAGE,5600.0,PERSONAL,7.49,0.1,2.0,682,Yes
22574,28.0,male,Doctorate,48569.0,3,RENT,7250.0,EDUCATION,8.49,0.15,8.0,689,Yes
10488,22.0,female,High School,37007.0,0,RENT,10000.0,MEDICAL,12.53,0.27,4.0,596,No
23321,27.0,female,Associate,81679.0,8,RENT,8000.0,PERSONAL,6.03,0.1,5.0,675,Yes
23624,30.0,male,Bachelor,78695.0,9,MORTGAGE,17500.0,PERSONAL,11.01,0.22,8.0,652,No
16282,21.0,female,Associate,26668.0,0,MORTGAGE,7575.0,MEDICAL,11.01,0.28,2.0,653,Yes
26329,35.0,male,Bachelor,38157.0,16,OWN,4275.0,MEDICAL,10.28,0.11,7.0,685,Yes
42928,29.0,male,Bachelor,80813.0,4,RENT,2668.0,DEBTCONSOLIDATION,12.63,0.03,5.0,675,No
27693,27.0,male,Master,200246.0,4,MORTGAGE,30000.0,HOMEIMPROVEMENT,11.01,0.15,9.0,637,No
18777,28.0,female,High School,32640.0,7,MORTGAGE,3000.0,MEDICAL,6.17,0.09,6.0,528,Yes
16907,25.0,male,Bachelor,94604.0,2,MORTGAGE,25000.0,HOMEIMPROVEMENT,9.64,0.26,4.0,615,No
39144,33.0,male,Associate,36625.0,9,RENT,4200.0,VENTURE,7.97,0.11,8.0,669,Yes
39749,31.0,female,High School,79587.0,8,RENT,8000.0,PERSONAL,7.4,0.1,6.0,581,Yes
13716,24.0,male,Bachelor,115263.0,3,MORTGAGE,25000.0,PERSONAL,10.08,0.22,4.0,541,Yes
23061,29.0,male,Master,73140.0,7,MORTGAGE,10000.0,HOMEIMPROVEMENT,5.79,0.14,6.0,558,Yes
36668,26.0,male,Bachelor,45194.0,2,RENT,2500.0,EDUCATION,8.07,0.06,3.0,702,Yes
37545,26.0,female,Associate,72915.0,2,RENT,10000.0,DEBTCONSOLIDATION,15.74,0.14,4.0,589,Yes
21969,32.0,male,High School,15154.0,9,RENT,6200.0,EDUCATION,6.17,0.41,9.0,571,No
21508,27.0,female,High School,32360.0,5,RENT,6000.0,VENTURE,7.14,0.19,5.0,610,Yes
23954,33.0,female,Master,82512.0,6,MORTGAGE,3500.0,PERSONAL,11.99,0.04,10.0,662,Yes
11314,25.0,male,Master,66826.0,4,RENT,10000.0,VENTURE,13.16,0.15,2.0,549,Yes
28732,33.0,female,Bachelor,150923.0,12,MORTGAGE,20000.0,DEBTCONSOLIDATION,7.88,0.13,7.0,697,Yes
10161,26.0,female,High School,45201.0,3,RENT,9600.0,PERSONAL,11.97,0.21,4.0,643,Yes
4188,23.0,male,Bachelor,49044.0,0,MORTGAGE,7200.0,PERSONAL,11.11,0.15,2.0,528,Yes
33434,24.0,female,High School,37174.0,1,RENT,3000.0,PERSONAL,14.46,0.08,4.0,550,Yes
36034,26.0,female,Bachelor,104358.0,2,MORTGAGE,20000.0,PERSONAL,10.01,0.19,4.0,652,Yes
18271,28.0,male,Bachelor,91016.0,3,RENT,23000.0,EDUCATION,10.51,0.25,9.0,703,No
41240,22.0,female,High School,65892.0,0,MORTGAGE,7000.0,MEDICAL,12.24,0.11,2.0,564,Yes
42679,27.0,male,Bachelor,60226.0,6,RENT,19908.0,HOMEIMPROVEMENT,11.78,0.33,7.0,691,No
24071,27.0,male,Master,46679.0,4,RENT,10000.0,VENTURE,9.76,0.21,5.0,651,Yes
22415,28.0,male,High School,55134.0,6,RENT,7000.0,MEDICAL,13.43,0.13,7.0,688,No
11637,23.0,female,High School,87615.0,1,RENT,10000.0,PERSONAL,10.59,0.11,4.0,667,Yes
6090,26.0,female,High School,45120.0,3,RENT,5900.0,PERSONAL,10.71,0.13,3.0,675,Yes
6238,24.0,male,High School,37229.0,3,RENT,6000.0,MEDICAL,13.49,0.16,2.0,580,Yes
15183,24.0,female,Bachelor,151029.0,2,MORTGAGE,15000.0,PERSONAL,7.66,0.1,3.0,650,No
40118,44.0,male,Doctorate,58662.0,19,MORTGAGE,5000.0,HOMEIMPROVEMENT,12.78,0.09,15.0,728,Yes
24214,29.0,male,High School,85080.0,7,MORTGAGE,6500.0,DEBTCONSOLIDATION,7.88,0.08,9.0,597,Yes
17144,21.0,male,Associate,35323.0,0,MORTGAGE,3000.0,EDUCATION,10.75,0.08,2.0,578,Yes
6254,23.0,male,High School,36738.0,4,RENT,6000.0,EDUCATION,13.49,0.16,3.0,647,Yes
12015,26.0,female,Associate,94975.0,1,RENT,11200.0,VENTURE,11.71,0.12,3.0,628,No
36586,27.0,male,High School,78748.0,2,RENT,8000.0,PERSONAL,7.04,0.1,5.0,641,Yes
39037,22.0,female,Associate,43113.0,0,RENT,5000.0,MEDICAL,11.42,0.12,3.0,667,No
4300,21.0,female,Bachelor,48788.0,0,MORTGAGE,9000.0,MEDICAL,7.51,0.18,4.0,563,Yes
5569,22.0,male,High School,47865.0,0,MORTGAGE,5000.0,VENTURE,18.21,0.1,4.0,622,No
14388,25.0,female,High School,127167.0,0,MORTGAGE,15000.0,PERSONAL,12.53,0.12,3.0,576,Yes
7941,22.0,male,Associate,61970.0,0,RENT,7000.0,VENTURE,12.18,0.11,2.0,579,No
27169,33.0,male,High School,150984.0,11,MORTGAGE,20000.0,MEDICAL,7.88,0.13,5.0,542,No
36932,26.0,female,Associate,60804.0,7,RENT,7200.0,VENTURE,7.06,0.12,2.0,699,No
19963,28.0,female,Associate,72797.0,4,RENT,10500.0,HOMEIMPROVEMENT,15.27,0.14,6.0,638,Yes
21833,28.0,male,Bachelor,30806.0,5,RENT,7000.0,VENTURE,6.92,0.23,6.0,669,No
19856,34.0,male,High School,53728.0,11,RENT,11000.0,EDUCATION,13.79,0.2,6.0,696,Yes
39811,37.0,female,High School,76321.0,11,RENT,5534.0,HOMEIMPROVEMENT,7.84,0.07,10.0,703,No
37660,25.0,female,Associate,52480.0,2,RENT,5000.0,MEDICAL,7.31,0.1,5.0,599,No
43088,25.0,male,Master,22735.0,0,RENT,9988.0,HOMEIMPROVEMENT,12.07,0.44,3.0,687,No
4854,23.0,male,Master,51478.0,0,OWN,4400.0,PERSONAL,11.89,0.09,4.0,695,No
4637,22.0,female,Bachelor,51195.0,2,MORTGAGE,3500.0,VENTURE,9.91,0.07,2.0,592,Yes
42318,33.0,male,High School,41017.0,11,RENT,9000.0,PERSONAL,8.24,0.22,9.0,638,No
31703,45.0,male,Associate,150821.0,26,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.03,0.08,14.0,712,No
28920,32.0,male,Associate,121148.0,11,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.14,0.06,10.0,669,No
17715,24.0,female,Associate,30624.0,0,RENT,4400.0,EDUCATION,6.76,0.14,2.0,595,No
10209,26.0,female,Associate,80365.0,4,OWN,18000.0,HOMEIMPROVEMENT,13.49,0.22,3.0,596,Yes
23386,28.0,male,Bachelor,75411.0,1,MORTGAGE,5000.0,PERSONAL,10.25,0.07,6.0,698,Yes
25934,28.0,male,Bachelor,70557.0,5,RENT,12500.0,EDUCATION,11.71,0.18,7.0,712,Yes
6941,25.0,male,Associate,54602.0,2,MORTGAGE,6000.0,VENTURE,12.99,0.11,4.0,551,No
8017,25.0,male,Bachelor,66863.0,5,MORTGAGE,10200.0,PERSONAL,8.94,0.15,3.0,603,Yes
42289,23.0,female,Associate,60163.0,0,MORTGAGE,5000.0,MEDICAL,14.95,0.08,4.0,559,No
6949,26.0,female,Bachelor,98047.0,6,RENT,6000.0,PERSONAL,7.51,0.06,2.0,681,No
39649,27.0,female,Associate,78527.0,5,RENT,4000.0,PERSONAL,6.94,0.05,5.0,671,Yes
13051,23.0,male,Master,105221.0,0,MORTGAGE,7500.0,PERSONAL,11.28,0.07,2.0,695,No
15781,24.0,male,Bachelor,102978.0,2,RENT,16000.0,EDUCATION,6.91,0.16,2.0,722,Yes
26698,27.0,male,Master,132910.0,6,OWN,25000.0,VENTURE,16.32,0.19,7.0,544,Yes
37441,24.0,male,High School,58146.0,2,OWN,9788.0,VENTURE,10.41,0.17,3.0,610,Yes
12173,22.0,male,Associate,29505.0,0,RENT,12000.0,PERSONAL,14.79,0.41,2.0,623,No
39764,26.0,male,Associate,150504.0,2,MORTGAGE,10000.0,VENTURE,10.75,0.07,5.0,595,Yes
1252,26.0,female,Bachelor,30911.0,5,OWN,5400.0,DEBTCONSOLIDATION,16.49,0.17,2.0,609,No
44238,21.0,female,Associate,40405.0,0,RENT,2000.0,HOMEIMPROVEMENT,13.73,0.05,4.0,674,No
15254,25.0,male,Associate,152739.0,0,MORTGAGE,2000.0,EDUCATION,11.01,0.01,2.0,591,Yes
19758,32.0,female,High School,51642.0,8,RENT,3500.0,VENTURE,14.35,0.07,7.0,630,Yes
19198,35.0,male,Bachelor,90940.0,13,RENT,13500.0,VENTURE,7.29,0.15,9.0,635,Yes
22928,29.0,female,High School,72976.0,6,MORTGAGE,14125.0,HOMEIMPROVEMENT,13.49,0.19,6.0,661,Yes
42808,25.0,female,Associate,31054.0,2,RENT,8500.0,MEDICAL,12.41,0.27,3.0,573,No
37626,24.0,female,Master,93699.0,2,MORTGAGE,5898.0,DEBTCONSOLIDATION,6.43,0.06,4.0,695,No
24285,31.0,female,High School,72738.0,9,RENT,4200.0,HOMEIMPROVEMENT,8.49,0.06,10.0,593,No
41348,34.0,female,Master,49949.0,9,RENT,2623.0,VENTURE,12.35,0.05,9.0,720,No
8427,23.0,male,High School,109370.0,1,RENT,7500.0,EDUCATION,11.03,0.07,4.0,614,Yes
42944,27.0,female,Associate,39216.0,5,RENT,15000.0,EDUCATION,11.4,0.38,7.0,596,No
37131,32.0,male,Associate,103849.0,8,MORTGAGE,8000.0,PERSONAL,5.8,0.08,6.0,664,Yes
32049,43.0,male,Bachelor,44328.0,20,RENT,9000.0,MEDICAL,5.79,0.2,14.0,690,No
28538,27.0,female,Master,85171.0,2,RENT,10000.0,VENTURE,10.65,0.12,5.0,676,Yes
43125,29.0,male,Associate,52740.0,6,RENT,14423.0,DEBTCONSOLIDATION,7.84,0.27,9.0,652,No
